PSD @ YYE. Simulation done on 2023- 4-25   12h13
           1,   8.3599000000000007E-002,
           2,   8.3401000000000003E-002,
           3,   8.3354999999999999E-002,
           4,   8.3374000000000004E-002,
           5,   8.3378999999999995E-002,
           6,   8.3650000000000002E-002,
           7,   8.3377000000000007E-002,
           8,   8.3082000000000003E-002,
           9,   8.2807000000000006E-002,
          10,   8.3559999999999995E-002,
          11,   8.3136000000000002E-002,
          12,   8.3280000000000007E-002,
